"mukey" "cokey" "Loc" "Lat" "Lon" "dist" "centX" "centY" "cont" "awc" "mdep" "hrb" "elev" "corn_yield" "corn_yield_high" "comppct" "New_Lat_ROW_Index_NARR" "New_Lat_COL_Index_NARR" "New_Lon_ROW_Index_NARR" "New_Lon_COL_Index_NARR" "New_Loc"
666916 989006 1361 42.7504806519 -119.890602112 0 -119.866379113 42.6918583145 1 0.12726618705 77 0 1524 NA NA 11 142 121 142 121 12242
666916 989011.888888889 1361 42.7504806519 -119.890602112 0 -119.866379113 42.6918583145 1 0.119139562043168 59 1.33333333333333 1537.05555555556 NA NA 75 142 121 142 121 12242
667074 1483291 1362 43.035949707 -119.958602905 0 -120.053862725 43.0596109946 1 0.055737704918 NA NA 1311 NA NA 40 142 122 142 122 12342
667074 1483289 1362 43.035949707 -119.958602905 0 -120.053862725 43.0596109946 1 0.06 NA NA 1296 NA NA 25 142 122 142 122 12342
667074 1483290.4 1362 43.035949707 -119.958602905 0 -120.053862725 43.0596109946 1 0.152421363966714 30 NA 1314.4 NA NA 35 142 122 142 122 12342
667064 1483378 1363 43.3215408325 -120.027297974 0 -119.812049287 43.0980066178 1 0.13125 48 2 1524 NA NA 11 142 123 142 123 12442
667064 1484281 1363 43.3215408325 -120.027297974 0 -119.812049287 43.0980066178 1 0.0856896551724 30 1 1509 NA NA 11 142 123 142 123 12442
667064 1483603.88888889 1363 43.3215408325 -120.027297974 0 -119.812049287 43.0980066178 1 0.126334813268981 51.945205479452 1.73333333333333 1680.73888888889 NA NA 78 142 123 142 123 12442
667064 1483378 1364 43.6072387695 -120.096702576 0 -119.812049287 43.0980066178 1 0.13125 48 2 1524 NA NA 11 142 124 142 124 12542
667064 1484281 1364 43.6072387695 -120.096702576 0 -119.812049287 43.0980066178 1 0.0856896551724 30 1 1509 NA NA 11 142 124 142 124 12542
667064 1483603.88888889 1364 43.6072387695 -120.096702576 0 -119.812049287 43.0980066178 1 0.126334813268981 51.945205479452 1.73333333333333 1680.73888888889 NA NA 78 142 124 142 124 12542
667059 1486489 1365 43.8930511475 -120.166900635 0 -120.245579765 43.8367025091 1 0.146086956522 69 2 1966 NA NA 60 142 125 142 125 12642
667059 1486490 1365 43.8930511475 -120.166900635 0 -120.245579765 43.8367025091 1 0.167317073171 41 2 1570 NA NA 5 142 125 142 125 12642
667059 1486494 1365 43.8930511475 -120.166900635 0 -120.245579765 43.8367025091 1 0.141390692640457 53.1428571428571 2 1465.31428571429 NA NA 35 142 125 142 125 12642
667059 1486489 1366 44.1789512634 -120.23789978 0 -120.304715974 44.1823419672 1 0.146086956522 69 2 1966 NA NA 60 142 126 164 249 12742
667059 1486490 1366 44.1789512634 -120.23789978 0 -120.304715974 44.1823419672 1 0.167317073171 41 2 1570 NA NA 5 142 126 164 249 12742
667059 1486494 1366 44.1789512634 -120.23789978 0 -120.304715974 44.1823419672 1 0.141390692640457 53.1428571428571 2 1465.31428571429 NA NA 35 142 126 164 249 12742
667029 1486823 1367 44.4649391174 -120.30960083 0 -120.090999978 44.4581162732 1 0.237894736842 NA 3 1097.3 NA NA 21 142 127 142 127 12842
667029 1486822 1367 44.4649391174 -120.30960083 0 -120.090999978 44.4581162732 1 0.237894736842 NA 3 1097.3 NA NA 13 142 127 142 127 12842
667029 1486827.47368421 1367 44.4649391174 -120.30960083 0 -120.090999978 44.4581162732 1 0.142496902360485 75.4406779661017 2.26315789473684 1216.87368421053 NA NA 66 142 127 142 127 12842
667025 1469767 1368 44.7509994507 -120.382003784 0 -120.496354017 44.764929377 1 0.121315789474 NA 2 808 NA NA 16 142 128 125 34 12942
667025 1469768 1368 44.7509994507 -120.382003784 0 -120.496354017 44.764929377 1 0.114407894737 NA 2 808 NA NA 12 142 128 125 34 12942
667025 1473408.61111111 1368 44.7509994507 -120.382003784 0 -120.496354017 44.764929377 1 0.139808342222334 80.4615384615385 1.88888888888889 985.588235294118 NA NA 69 142 128 125 34 12942
667016 1152156 1369 45.0371513367 -120.455299377 0 -120.348282946 45.27591199 1 0.106097560976 41 2 579 NA NA 33 142 129 142 129 13042
667016 1152168 1369 45.0371513367 -120.455299377 0 -120.348282946 45.27591199 1 0.102105263158 38 2 579 NA NA 29 142 129 142 129 13042
667016 1152188.66666667 1369 45.0371513367 -120.455299377 0 -120.348282946 45.27591199 1 0.155965 56.03125 1.8 597 NA NA 38 142 129 142 129 13042
667016 1152156 1370 45.3233604431 -120.529296875 0 -120.348282946 45.27591199 1 0.106097560976 41 2 579 NA NA 33 142 130 142 130 13142
667016 1152168 1370 45.3233604431 -120.529296875 0 -120.348282946 45.27591199 1 0.102105263158 38 2 579 NA NA 29 142 130 142 130 13142
667016 1152188.66666667 1370 45.3233604431 -120.529296875 0 -120.348282946 45.27591199 1 0.155965 56.03125 1.8 597 NA NA 38 142 130 142 130 13142
666983 989983 1371 45.6096382141 -120.604202271 0 -120.681893167 45.5534612901 1 0.1875 NA 2 503 NA NA 43 142 131 142 131 13242
666983 989984 1371 45.6096382141 -120.604202271 0 -120.681893167 45.5534612901 1 0.1875 NA 2 503 NA NA 23 142 131 142 131 13242
666983 989989 1371 45.6096382141 -120.604202271 0 -120.681893167 45.5534612901 1 0.187289137417265 41 2.22222222222222 548.625 NA NA 34 142 131 142 131 13242
676020 1036777 1372 45.8959617615 -120.679901123 0 -120.801361033 45.914831184 1 0.191907894737 NA 3 488 NA NA 22 142 132 142 132 13342
676020 1036778 1372 45.8959617615 -120.679901123 0 -120.801361033 45.914831184 1 0.191907894737 NA 3 488 NA NA 16 142 132 142 132 13342
676020 1036781.77777778 1372 45.8959617615 -120.679901123 0 -120.801361033 45.914831184 1 0.1674717957274 76.5 2.33333333333333 564.25 NA NA 62 142 132 142 132 13342
676024 1036835 1373 46.1823310852 -120.756401062 0 -120.69245834 46.1547229295 1 0.0583333333333 36 1 854 NA NA 21 142 133 142 133 13442
676024 1036834 1373 46.1823310852 -120.756401062 0 -120.69245834 46.1547229295 1 0.109210526316 NA 2 854 NA NA 18 142 133 142 133 13442
676024 1036843.5 1373 46.1823310852 -120.756401062 0 -120.69245834 46.1547229295 1 0.146347734331039 53.5686274509804 1.75 819.857142857143 NA NA 61 142 133 142 133 13442
676022 1036802 1374 46.4687309265 -120.83380127 0 -120.675399268 46.4803296841 1 0.172105263158 77 1 412 NA NA 26 142 134 142 134 13542
676022 1036807 1374 46.4687309265 -120.83380127 0 -120.675399268 46.4803296841 1 0.0804347826087 20 0 717 NA NA 18 142 134 142 134 13542
676022 1036808.63636364 1374 46.4687309265 -120.83380127 0 -120.675399268 46.4803296841 1 0.125258203586612 88.3414634146341 1.09090909090909 564.2 NA NA 56 142 134 142 134 13542
676024 1036835 1375 46.7551689148 -120.912002563 0 -120.860427609 46.6475522998 1 0.0583333333333 36 1 854 NA NA 21 142 135 142 135 13642
676024 1036834 1375 46.7551689148 -120.912002563 0 -120.860427609 46.6475522998 1 0.109210526316 NA 2 854 NA NA 18 142 135 142 135 13642
676024 1036843.5 1375 46.7551689148 -120.912002563 0 -120.860427609 46.6475522998 1 0.146347734331039 53.5686274509804 1.75 819.857142857143 NA NA 61 142 135 142 135 13642
676031 1036919 1376 47.0416297913 -120.991096497 0 -121.110734747 47.0869017266 1 NA NA 0 NA NA NA 20 142 136 142 136 13742
676031 1036920 1376 47.0416297913 -120.991096497 0 -121.110734747 47.0869017266 1 0.0911475409836 77 2 1791 NA NA 20 142 136 142 136 13742
676031 1036924 1376 47.0416297913 -120.991096497 0 -121.110734747 47.0869017266 1 0.0828934426066444 54.25 1.28571428571429 1143 NA NA 60 142 136 142 136 13742
676046 1037118 1377 47.3280982971 -121.07119751 0 -120.957313956 47.3837319328 1 0.0611926605505 117 2 NA NA NA 18 142 137 142 137 13842
676046 1037119 1377 47.3280982971 -121.07119751 0 -120.957313956 47.3837319328 1 NA 0 0 NA NA NA 16 142 137 142 137 13842
676046 1037114.75 1377 47.3280982971 -121.07119751 0 -120.957313956 47.3837319328 1 0.079280336130006 93.6 2.5 1287.5 NA NA 66 142 137 142 137 13842
675975 1036362 1378 47.6145706177 -121.152099609 0 -121.113316141 47.5145344531 1 0.0958552631579 NA 1 1311 NA NA 13 142 138 142 138 13942
675975 1036346 1378 47.6145706177 -121.152099609 0 -121.113316141 47.5145344531 1 NA 0 0 NA NA NA 9 142 138 142 138 13942
675975 1036355.66666667 1378 47.6145706177 -121.152099609 0 -121.113316141 47.5145344531 1 0.165508587904469 76.953488372093 1.55555555555556 970 NA NA 78 142 138 142 138 13942
675975 1036362 1379 47.9010505676 -121.233901978 0 -121.501808591 47.9399842712 1 0.0958552631579 NA 1 1311 NA NA 13 142 139 142 139 14042
675975 1036346 1379 47.9010505676 -121.233901978 0 -121.501808591 47.9399842712 1 NA 0 0 NA NA NA 9 142 139 142 139 14042
675975 1036355.66666667 1379 47.9010505676 -121.233901978 0 -121.501808591 47.9399842712 1 0.165508587904469 76.953488372093 1.55555555555556 970 NA NA 78 142 139 142 139 14042
675975 1036362 1380 48.1875190735 -121.316703796 0 -121.278900416 48.330971902 1 0.0958552631579 NA 1 1311 NA NA 13 142 140 142 140 14142
675975 1036346 1380 48.1875190735 -121.316703796 0 -121.278900416 48.330971902 1 NA 0 0 NA NA NA 9 142 140 142 140 14142
675975 1036355.66666667 1380 48.1875190735 -121.316703796 0 -121.278900416 48.330971902 1 0.165508587904469 76.953488372093 1.55555555555556 970 NA NA 78 142 140 142 140 14142
675975 1036362 1381 48.4739685059 -121.400497437 0 -121.278900416 48.330971902 1 0.0958552631579 NA 1 1311 NA NA 13 142 141 142 141 14242
675975 1036346 1381 48.4739685059 -121.400497437 0 -121.278900416 48.330971902 1 NA 0 0 NA NA NA 9 142 141 142 141 14242
675975 1036355.66666667 1381 48.4739685059 -121.400497437 0 -121.278900416 48.330971902 1 0.165508587904469 76.953488372093 1.55555555555556 970 NA NA 78 142 141 142 141 14242
676031 1036919 1382 48.7603912354 -121.485198975 0 -121.388486615 48.7835847762 1 NA NA 0 NA NA NA 20 142 142 142 142 14342
676031 1036920 1382 48.7603912354 -121.485198975 0 -121.388486615 48.7835847762 1 0.0911475409836 77 2 1791 NA NA 20 142 142 142 142 14342
676031 1036924 1382 48.7603912354 -121.485198975 0 -121.388486615 48.7835847762 1 0.0828934426066444 54.25 1.28571428571429 1143 NA NA 60 142 142 142 142 14342
660476 951669 1428 33.4782600403 -117.651802063 0 -117.616532998 33.4662461557 1 0.17 36 1 NA NA NA 16 143 88 143 88 8943
660476 951661 1428 33.4782600403 -117.651802063 0 -117.616532998 33.4662461557 1 0.151648351648 82 3 526 NA NA 13 143 88 143 88 8943
660476 951667.916666667 1428 33.4782600403 -117.651802063 0 -117.616532998 33.4662461557 1 0.153486937393859 79.258064516129 2.75 396.090909090909 NA NA 71 143 88 143 88 8943
660477 951676 1429 33.7565689087 -117.699798584 0 -117.770443856 33.9010250155 1 0.17 77 1 396 NA NA 12 143 89 143 89 9043
660477 951693 1429 33.7565689087 -117.699798584 0 -117.770443856 33.9010250155 1 0.17 36 1 NA NA NA 12 143 89 143 89 9043
660477 951685.05263158 1429 33.7565689087 -117.699798584 0 -117.770443856 33.9010250155 1 0.156001992494703 73.1029411764706 2.33333333333333 485.785714285714 NA NA 76 143 89 143 89 9043
660474 951647 1430 34.0351905823 -117.748298645 0 -117.500840201 34.0705134218 1 NA 25 NA NA NA NA 19 143 90 143 90 9143
660474 951645 1430 34.0351905823 -117.748298645 0 -117.500840201 34.0705134218 1 0.07 NA 2 230 NA NA 15 143 90 143 90 9143
660474 951638.263157895 1430 34.0351905823 -117.748298645 0 -117.500840201 34.0705134218 1 0.0916631819456091 0 2.5 366.823529411765 NA NA 66 143 90 143 90 9143
660505 952050 1431 34.3141212463 -117.797203064 0 -117.862742523 34.324791787 1 NA 0 0 NA NA NA 18 143 91 143 91 9243
660505 952045 1431 34.3141212463 -117.797203064 0 -117.862742523 34.324791787 1 0.0944444444444 18 2 449 NA NA 13 143 91 143 91 9243
660505 952051.636363636 1431 34.3141212463 -117.797203064 0 -117.862742523 34.324791787 1 0.0662729872573029 46.1071428571429 1 1194.625 NA NA 69 143 91 143 91 9243
660471 951588 1432 34.5933609009 -117.846496582 0 -117.877375993 34.7963201166 1 0.0724342105263 NA 2 671 NA NA 21 143 92 143 92 9343
660471 951587 1432 34.5933609009 -117.846496582 0 -117.877375993 34.7963201166 1 0.0724342105263 NA 2 671 NA NA 15 143 92 143 92 9343
660471 951594.684210526 1432 34.5933609009 -117.846496582 0 -117.877375993 34.7963201166 1 0.0993281908304828 67.25 1.52631578947368 720.5 NA NA 64 143 92 143 92 9343
660471 951588 1433 34.8728981018 -117.89630127 0 -117.877375993 34.7963201166 1 0.0724342105263 NA 2 671 NA NA 21 143 93 143 93 9443
660471 951587 1433 34.8728981018 -117.89630127 0 -117.877375993 34.7963201166 1 0.0724342105263 NA 2 671 NA NA 15 143 93 143 93 9443
660471 951594.684210526 1433 34.8728981018 -117.89630127 0 -117.877375993 34.7963201166 1 0.0993281908304828 67.25 1.52631578947368 720.5 NA NA 64 143 93 143 93 9443
660872 957262 1434 35.1527404785 -117.946601868 0 -117.700523059 35.1055846263 1 0.139276315789 NA 1 777 NA NA 32 143 94 143 94 9543
660872 957261 1434 35.1527404785 -117.946601868 0 -117.700523059 35.1055846263 1 0.0775657894737 NA 1 915 NA NA 26 143 94 143 94 9543
660872 957264.166666667 1434 35.1527404785 -117.946601868 0 -117.700523059 35.1055846263 1 0.0846198830408929 37.8181818181818 0.666666666666667 747 NA NA 42 143 94 143 94 9543
660471 951588 1435 35.4328689575 -117.997299194 0 -117.862332037 35.4942828957 1 0.0724342105263 NA 2 671 NA NA 21 143 95 143 95 9643
660471 951587 1435 35.4328689575 -117.997299194 0 -117.862332037 35.4942828957 1 0.0724342105263 NA 2 671 NA NA 15 143 95 143 95 9643
660471 951594.684210526 1435 35.4328689575 -117.997299194 0 -117.862332037 35.4942828957 1 0.0993281908304828 67.25 1.52631578947368 720.5 NA NA 64 143 95 143 95 9643
660915 957841 1436 35.7132797241 -118.048500061 0 -118.079272034 35.6049922961 1 0.07 NA 1 1341 NA NA 38 143 96 143 96 9743
660915 957842 1436 35.7132797241 -118.048500061 0 -118.079272034 35.6049922961 1 0.06 20 1 1067 NA NA 27 143 96 143 96 9743
660915 957845.5 1436 35.7132797241 -118.048500061 0 -118.079272034 35.6049922961 1 0.0710393151295167 12.4137931034483 1 1237.6 NA NA 35 143 96 143 96 9743
660867 957207 1437 35.9939689636 -118.100097656 0 -118.035028479 35.9287674503 1 0.06 38 2 1707 NA NA 29 143 97 143 97 9843
660867 957199 1437 35.9939689636 -118.100097656 0 -118.035028479 35.9287674503 1 0.0471052631579 NA 2 1677 NA NA 16 143 97 143 97 9843
660867 957201.846153846 1437 35.9939689636 -118.100097656 0 -118.035028479 35.9287674503 1 0.076193750561292 35.3888888888889 1.61538461538462 1646.08333333333 NA NA 55 143 97 143 97 9843
660515 952163 1438 36.2749404907 -118.152297974 0 -118.26761236 36.2433487052 1 0.0553488372093 36 1 2363 NA NA 32 143 98 143 98 9943
660515 952156 1438 36.2749404907 -118.152297974 0 -118.26761236 36.2433487052 1 NA 0 0 NA NA NA 20 143 98 143 98 9943
660515 952159.5 1438 36.2749404907 -118.152297974 0 -118.26761236 36.2433487052 1 0.0713184432051562 80.609756097561 1.33333333333333 2202.5 NA NA 48 143 98 143 98 9943
660564 952715 1439 36.5561790466 -118.204902649 0 -118.606148938 36.9524586539 1 NA 0 0 NA NA NA 86 143 99 143 99 10043
660564 952709 1439 36.5561790466 -118.204902649 0 -118.606148938 36.9524586539 1 0.03 127 NA 2896 NA NA 4 143 99 143 99 10043
660564 952712.666666667 1439 36.5561790466 -118.204902649 0 -118.606148938 36.9524586539 1 0.0510760603882 122.2 2 2784.16666666667 NA NA 10 143 99 143 99 10043
660533 952374 1440 36.8376693726 -118.258003235 0 -118.208833928 36.7752343645 1 0.05375 NA 2 1402 NA NA 15 143 100 143 100 10143
660533 952375 1440 36.8376693726 -118.258003235 0 -118.208833928 36.7752343645 1 0.07 NA 1 1341 NA NA 14 143 100 143 100 10143
660533 952383.5 1440 36.8376693726 -118.258003235 0 -118.208833928 36.7752343645 1 0.0581449125133775 80.625 1.41666666666667 1259.92307692308 NA NA 71 143 100 143 100 10143
660541 952449 1441 37.119430542 -118.311599731 0 -118.291735418 37.111718931 1 0.0560526315789 NA 2 1372 NA NA 37 143 101 143 101 10243
660541 952450 1441 37.119430542 -118.311599731 0 -118.291735418 37.111718931 1 0.0586184210526 NA 2 1372 NA NA 30 143 101 143 101 10243
660541 952451.5 1441 37.119430542 -118.311599731 0 -118.291735418 37.111718931 1 0.02 0 0 NA NA NA 33 143 101 143 101 10243
660537 952420 1442 37.4014282227 -118.36579895 0 -118.355474064 37.3576579249 1 0.0659550561798 NA 2 1158 NA NA 35 143 102 143 102 10343
660537 952417 1442 37.4014282227 -118.36579895 0 -118.355474064 37.3576579249 1 0.047191011236 NA 2 1174 NA NA 30 143 102 143 102 10343
660537 952422.25 1442 37.4014282227 -118.36579895 0 -118.355474064 37.3576579249 1 0.0856591818216486 77 1.4 1135.66666666667 NA NA 35 143 102 143 102 10343
660533 952374 1443 37.6836891174 -118.420402527 0 -118.328533491 37.4629861748 1 0.05375 NA 2 1402 NA NA 15 143 103 143 103 10443
660533 952375 1443 37.6836891174 -118.420402527 0 -118.328533491 37.4629861748 1 0.07 NA 1 1341 NA NA 14 143 103 143 103 10443
660533 952383.5 1443 37.6836891174 -118.420402527 0 -118.328533491 37.4629861748 1 0.0581449125133775 80.625 1.41666666666667 1259.92307692308 NA NA 71 143 103 143 103 10443
660544 952479 1444 37.966178894 -118.475601196 0 -118.496324063 37.962912699 1 0.189078947368 NA 3 2500 NA NA 19 143 104 143 104 10543
660544 952477 1444 37.966178894 -118.475601196 0 -118.496324063 37.962912699 1 0.149736842105 NA 3 2637 NA NA 15 143 104 143 104 10543
660544 952479.133333333 1444 37.966178894 -118.475601196 0 -118.496324063 37.962912699 1 0.101741697446508 67.3589743589744 2.53333333333333 2662.35714285714 NA NA 66 143 104 143 104 10543
670591 1009631 1445 38.2489089966 -118.531303406 0 -118.482671598 38.2553869767 1 0.0731578947368 44 2 2027 NA NA 14 143 105 143 105 10643
670591 1009638 1445 38.2489089966 -118.531303406 0 -118.482671598 38.2553869767 1 0.08 23 1 2027 NA NA 14 143 105 143 105 10643
670591 1009640.64705882 1445 38.2489089966 -118.531303406 0 -118.482671598 38.2553869767 1 0.0765827250802092 26.5694444444444 1.11764705882353 1906.125 NA NA 72 143 105 143 105 10643
670600 1009761 1446 38.5318717957 -118.587501526 0 -118.556619836 38.5712849988 1 0.0616535433071 NA 1 1524 NA NA 36 188 104 143 106 10588
670600 1009752 1446 38.5318717957 -118.587501526 0 -118.556619836 38.5712849988 1 0.07 NA 1 1341 NA NA 18 188 104 143 106 10588
670600 1009755.88888889 1446 38.5318717957 -118.587501526 0 -118.556619836 38.5712849988 1 0.0776885056487565 28 0.888888888888889 1492.11111111111 NA NA 46 188 104 143 106 10588
670606 1009847 1447 38.8150405884 -118.644302368 0 -118.315638079 38.9574009455 1 0.06 18 0 1631 NA NA 24 143 107 143 107 10843
670606 1009855 1447 38.8150405884 -118.644302368 0 -118.315638079 38.9574009455 1 0.0907142857143 38 1 1677 NA NA 13 143 107 143 107 10843
670606 1009856.0625 1447 38.8150405884 -118.644302368 0 -118.315638079 38.9574009455 1 0.0905263374179436 22.5737704918033 1.0625 1666.66666666667 NA NA 63 143 107 143 107 10843
670601 1009768 1448 39.0984382629 -118.701698303 0 -118.685092018 39.0957427346 1 0.0386842105263 NA 1 1692 NA NA 16 143 108 143 108 10943
670601 1009771 1448 39.0984382629 -118.701698303 0 -118.685092018 39.0957427346 1 0.055935483871 NA 0 1478 NA NA 16 143 108 143 108 10943
670601 1009772.26315789 1448 39.0984382629 -118.701698303 0 -118.685092018 39.0957427346 1 0.061844018506275 44 0.789473684210526 1376.78947368421 NA NA 68 143 108 143 108 10943
670739 1011721 1449 39.3820495605 -118.759597778 0 -118.708738635 39.3673108551 1 0.168355263158 NA 0 1433 NA NA 28 143 109 130 27 11043
670739 1011716 1449 39.3820495605 -118.759597778 0 -118.708738635 39.3673108551 1 0.0934868421053 NA 0 1189 NA NA 13 143 109 130 27 11043
670739 1011717.35714286 1449 39.3820495605 -118.759597778 0 -118.708738635 39.3673108551 1 0.143557091882203 0 0.857142857142857 1226 NA NA 59 143 109 130 27 11043
670677 1010819 1450 39.6658592224 -118.818000793 0 -118.771632072 39.6362359788 1 0.08 NA 1 1433 NA NA 21 143 110 143 110 11143
670677 1010832 1450 39.6658592224 -118.818000793 0 -118.771632072 39.6362359788 1 0.16 NA 0 1204 NA NA 15 143 110 143 110 11143
670677 1010821.63157895 1450 39.6658592224 -118.818000793 0 -118.771632072 39.6362359788 1 0.0819995027304094 21.5 0.157894736842105 1308.64705882353 NA NA 64 143 110 143 110 11143
670329 1006281 1451 39.9498710632 -118.877098083 0 -118.889151934 39.9415695454 1 0.0986111111111 38 2 1601 NA NA 23 143 111 143 111 11243
670329 1006272 1451 39.9498710632 -118.877098083 0 -118.889151934 39.9415695454 1 0.06 34 1 1738 NA NA 12 143 111 143 111 11243
670329 1006277.06666667 1451 39.9498710632 -118.877098083 0 -118.889151934 39.9415695454 1 0.0789072093084852 46.046875 0.933333333333333 1479.71428571429 NA NA 65 143 111 143 111 11243
670798 1012449 1452 40.2340583801 -118.936698914 0 -118.950377831 40.2430378097 1 0.03 NA 0 NA NA NA 95 143 112 143 112 11343
670798 1012450 1452 40.2340583801 -118.936698914 0 -118.950377831 40.2430378097 1 0.2 NA 0 1555 NA NA 1 143 112 143 112 11343
670798 1012452.5 1452 40.2340583801 -118.936698914 0 -118.950377831 40.2430378097 1 0.1693914473685 0 0.25 1417.5 NA NA 4 143 112 143 112 11343
670537 1008861 1453 40.5184516907 -118.997001648 0 -118.990075758 40.5023938814 1 0.0726829268293 44 2 1829 NA NA 22 143 113 143 113 11443
670537 1008855 1453 40.5184516907 -118.997001648 0 -118.990075758 40.5023938814 1 0.06 38 2 1829 NA NA 19 143 113 143 113 11443
670537 1008854.53846154 1453 40.5184516907 -118.997001648 0 -118.990075758 40.5023938814 1 0.0875194317876105 40.3559322033898 1.38461538461538 1658.25 NA NA 59 143 113 143 113 11443
670798 1012449 1454 40.8030090332 -119.057800293 0 -119.002340486 40.9519037784 1 0.03 NA 0 NA NA NA 95 143 114 143 114 11543
670798 1012450 1454 40.8030090332 -119.057800293 0 -119.002340486 40.9519037784 1 0.2 NA 0 1555 NA NA 1 143 114 143 114 11543
670798 1012452.5 1454 40.8030090332 -119.057800293 0 -119.002340486 40.9519037784 1 0.1693914473685 0 0.25 1417.5 NA NA 4 143 114 143 114 11543
670529 1008758 1455 41.0877494812 -119.119300842 0 -119.10981026 41.0983439337 1 0.2 NA 0 18 NA NA 20 143 115 143 115 11643
670529 1008754 1455 41.0877494812 -119.119300842 0 -119.10981026 41.0983439337 1 0.170921052632 NA 0 1189 NA NA 16 143 115 143 115 11643
670529 1008751.27272727 1455 41.0877494812 -119.119300842 0 -119.10981026 41.0983439337 1 0.122132683138667 0 0.272727272727273 1211 NA NA 64 143 115 143 115 11643
670548 1009020 1456 41.3726501465 -119.181396484 0 -119.177562112 41.3537258861 1 0.161578947368 NA 1 1387 NA NA 20 143 116 143 116 11743
670548 1009023 1456 41.3726501465 -119.181396484 0 -119.177562112 41.3537258861 1 0.186052631579 NA 2 1273 NA NA 13 143 116 143 116 11743
670548 1009025.94444444 1456 41.3726501465 -119.181396484 0 -119.177562112 41.3537258861 1 0.175416771216927 0 0.777777777777778 1490 NA NA 67 143 116 143 116 11743
670394 1007079 1457 41.6577110291 -119.244102478 0 -119.393386868 41.6266468227 1 0.130833333333 45 1 1829 NA NA 28 143 117 143 117 11843
670394 1007067 1457 41.6577110291 -119.244102478 0 -119.393386868 41.6266468227 1 0.0986956521739 28 1 1829 NA NA 18 143 117 143 117 11843
670394 1007072.41666667 1457 41.6577110291 -119.244102478 0 -119.393386868 41.6266468227 1 0.116481837439074 65.125 1.66666666666667 1708.41666666667 NA NA 54 143 117 143 117 11843
666958 989683 1458 41.9429206848 -119.307502747 0 -119.208933905 42.0429993544 1 0.126853932584 77 0 1982 NA NA 20 143 118 143 118 11943
666958 989697 1458 41.9429206848 -119.307502747 0 -119.208933905 42.0429993544 1 0.126315789474 41 2 2042 NA NA 16 143 118 143 118 11943
666958 989690.571428571 1458 41.9429206848 -119.307502747 0 -119.208933905 42.0429993544 1 0.126339781751541 58 1.53846153846154 1746 NA NA 64 143 118 143 118 11943
666958 989683 1459 42.2282905579 -119.371498108 0 -119.208933905 42.0429993544 1 0.126853932584 77 0 1982 NA NA 20 143 119 143 119 12043
666958 989697 1459 42.2282905579 -119.371498108 0 -119.208933905 42.0429993544 1 0.126315789474 41 2 2042 NA NA 16 143 119 143 119 12043
666958 989690.571428571 1459 42.2282905579 -119.371498108 0 -119.208933905 42.0429993544 1 0.126339781751541 58 1.53846153846154 1746 NA NA 64 143 119 143 119 12043
666958 989683 1460 42.5137901306 -119.436203003 0 -119.623981793 42.3081620888 1 0.126853932584 77 0 1982 NA NA 20 143 120 143 120 12143
666958 989697 1460 42.5137901306 -119.436203003 0 -119.623981793 42.3081620888 1 0.126315789474 41 2 2042 NA NA 16 143 120 143 120 12143
666958 989690.571428571 1460 42.5137901306 -119.436203003 0 -119.623981793 42.3081620888 1 0.126339781751541 58 1.53846153846154 1746 NA NA 64 143 120 143 120 12143
667064 1483378 1461 42.7994194031 -119.501502991 0 -119.812049287 43.0980066178 1 0.13125 48 2 1524 NA NA 11 143 121 143 121 12243
667064 1484281 1461 42.7994194031 -119.501502991 0 -119.812049287 43.0980066178 1 0.0856896551724 30 1 1509 NA NA 11 143 121 143 121 12243
667064 1483603.88888889 1461 42.7994194031 -119.501502991 0 -119.812049287 43.0980066178 1 0.126334813268981 51.945205479452 1.73333333333333 1680.73888888889 NA NA 78 143 121 143 121 12243
667064 1483378 1462 43.0851783752 -119.567596436 0 -119.812049287 43.0980066178 1 0.13125 48 2 1524 NA NA 11 143 122 143 122 12343
667064 1484281 1462 43.0851783752 -119.567596436 0 -119.812049287 43.0980066178 1 0.0856896551724 30 1 1509 NA NA 11 143 122 143 122 12343
667064 1483603.88888889 1462 43.0851783752 -119.567596436 0 -119.812049287 43.0980066178 1 0.126334813268981 51.945205479452 1.73333333333333 1680.73888888889 NA NA 78 143 122 143 122 12343
667064 1483378 1463 43.3710517883 -119.634300232 0 -119.812049287 43.0980066178 1 0.13125 48 2 1524 NA NA 11 143 123 143 123 12443
667064 1484281 1463 43.3710517883 -119.634300232 0 -119.812049287 43.0980066178 1 0.0856896551724 30 1 1509 NA NA 11 143 123 143 123 12443
667064 1483603.88888889 1463 43.3710517883 -119.634300232 0 -119.812049287 43.0980066178 1 0.126334813268981 51.945205479452 1.73333333333333 1680.73888888889 NA NA 78 143 123 143 123 12443
667064 1483378 1464 43.6570396423 -119.701698303 0 -119.812049287 43.0980066178 1 0.13125 48 2 1524 NA NA 11 143 124 143 124 12543
667064 1484281 1464 43.6570396423 -119.701698303 0 -119.812049287 43.0980066178 1 0.0856896551724 30 1 1509 NA NA 11 143 124 143 124 12543
667064 1483603.88888889 1464 43.6570396423 -119.701698303 0 -119.812049287 43.0980066178 1 0.126334813268981 51.945205479452 1.73333333333333 1680.73888888889 NA NA 78 143 124 143 124 12543
667062 1454746 1465 43.9431381226 -119.769897461 0 -119.546745212 44.030486114 1 0.0839024390244 38 3 1296 NA NA 25 143 125 143 125 12643
